KeyID,Name,Latitude,Longitude,Elevation,InternalID,Province,WorldMeteorologicalOrganizationID,TransportCanadaID,Period,ICAO,UseIt
8300301H,Charlottetown A (PE),46.2891666667,-63.1191666667,48.5,50621,PE,71706,YYG,2012-09-10|2017-07-24,CYYG,1
